2018 SOC Code,2018 SOC Direct Match Title
29-2072,Health Information Coder
29-2072,Health Records Technician
29-2072,Medical Bill Coder
29-2081,Certified Optician
29-2081,Contact Lens Fitter
29-2081,Eyeglass Fitter
29-2081,Licensed Dispensing Optician
29-2081,Licensed Optical Dispenser
29-2081,Licensed Optician
29-2081,Optical Dispenser
29-2081,Optician
29-2091,American Board Certified Orthotist
29-2091,Artificial Limb Fitter
29-2091,Certified Orthotic Fitter
29-2091,Certified Prosthetist/Orthotist
29-2091,Licensed Prosthetist
29-2091,Orthotic/Prosthetic Practitioner
29-2091,Orthotist
29-2091,Pedorthist
29-2091,Prosthetist
29-2092,Hearing Aid Fitter
29-2092,Hearing Aid Technician
29-2092,Hearing Instrument Specialist
29-2099,Certified Respiratory Therapy Technician
29-2099,CRTT
29-2099,Dialysis Technician
29-2099,Electroencephalogram (EEG) Technologist
29-2099,Electroneurodiagnostic Technologist
29-2099,Encephalographer
29-2099,Oxygen Therapy Technician
29-2099,Perfusionist
29-2099,Polysomnograph Tech
29-2099,Respiratory Therapy Technician
29-9021,Cancer Registrar
29-9021,Clinical Informatics Analyst
29-9021,Health Informatics Specialist
29-9021,Health Information Analyst
29-9021,Health Information Systems Technician
29-9091,Certified Athletic Trainer
29-9091,Clinical Athletic Instructor
29-9091,Resident Athletic Trainer
29-9092,Certified Genetic Counselor
29-9092,Chromosomal Disorders Counselor
29-9092,Mitochondrial Disorders Counselor
29-9092,Prenatal Genetic Counselor
29-9093,Surgical First Assistant
29-9099,Podiatric Technician
29-9099,Traditional Chinese Herbalist
31-1121,Home Health Attendant
31-1121,Home Hospice Aide
31-1122,Blind Aide
31-1122,Blind Escort
31-1122,Elderly Companion
31-1122,Geriatric Personal Care Aide
31-1122,Personal Support Worker
31-1131,C.N.A.
31-1131,Certified Nurse Aide
31-1131,Certified Nursing Assistant
31-1131,Hospital Aide
31-1131,Hospital Attendant
31-1131,Nursing Aide
31-1131,Nursing Attendant
31-1131,Nursing Care Attendant
31-1132,Emergency Room Orderly
31-1132,Hospital Orderly
31-1132,Medical Orderly
31-1132,Surgical Orderly
31-1133,Mental Health Orderly
31-1133,Psychiatric Nursing Aide
31-1133,Psychiatric Orderly
31-1133,Psychiatric Technician Assistant
31-2011,Certified Occupational Therapy Assistant
31-2011,COTA
31-2011,Licensed Occupational Therapy Assistant
31-2011,Occupational Therapist Assistants
31-2012,Certified Occupational Rehabilitation Aide
31-2012,Occupational Rehabilitation Aide
31-2012,Occupational Therapist Aide
31-2012,OT Aide
31-2012,Rehabilitation Services Aide
31-2021,Licensed Physical Therapist Assistant
31-2021,LPTA
31-2021,Physical Therapy Assistant
31-2021,Physical Therapy Technician
31-2021,Physiotherapy Assistant
31-2022,Clinical Rehabilitation Aide
31-2022,Physical Therapy Aide
31-2022,Physiotherapy Aide
31-9011,Deep Tissue Massage Therapist
31-9011,Licensed Massage Practitioner
31-9011,Licensed Massage Therapist
31-9011,Masseur
31-9011,Masseuse
31-9011,Massotherapist
31-9011,Rolfer
31-9011,Swedish Masseuse
31-9091,Certified Dental Assistant
31-9091,Dental Aide
31-9091,Expanded Functions Dental Assistant
31-9091,Orthodontic Assistant
31-9091,Orthodontist Assistant
31-9091,Registered Dental Assistant
31-9091,Surgical Dental Assistant
31-9092,Autopsy Assistant
31-9092,Certified Medical Assistant
31-9092,Chiropractic Assistant
31-9092,Clinical Medical Assistant
31-9092,Morgue Attendant
31-9092,Ocular Care Aide
31-9092,Optometric Aide
31-9092,Optometrist Assistant
31-9092,Optometry Assistant
31-9092,Orthopedic Cast Specialist
31-9092,Podiatric Aide
31-9093,Central Sterile Supply Technician
31-9093,Certified Registered Central Service Technician
31-9093,Health Equipment Servicer
31-9093,Medical Supply Technician
31-9093,Oxygen Equipment Preparer
31-9093,Sterile Preparation Technician
31-9093,Sterile Processing and Distribution Technician
31-9093,Sterile Processing Technician
31-9093,Sterilization Specialist
31-9093,Sterilization Technician
31-9094,Certified Medical Transcriptionist
31-9094,Medical Record Transcriber
31-9094,Medical Stenographer
31-9094,Medical Transcriber
31-9094,Pathology Transcriptionist
31-9094,Radiology Transcriptionist
31-9094,Registered Medical Transcriptionist
31-9095,Certified Pharmacist Assistant
31-9095,Pharmacist Aide
31-9095,Pharmacist Assistant
31-9095,Pharmacy Assistant
31-9095,Pharmacy Clerk
31-9095,Prescription Clerk
31-9096,Laboratory Animal Caretaker
31-9096,Veterinarian Assistant
31-9096,Veterinarian Helper
31-9096,Veterinary Attendant
31-9097,Certified Phlebotomy Technician
31-9097,Phlebotomy Technician
31-9097,Venipuncturist
31-9099,Ortho/Prosthetic Aide
33-1011,Chief Jailer
33-1011,Correctional Officer Sergeant
33-1011,Correctional Supervisor
33-1011,Corrections Sergeant
33-1011,Prison Guard Supervisor
33-1012,Commanding Officer Homicide Squad
33-1012,Detective Lieutenant
33-1012,Detective Supervisor
33-1012,Police Lieutenant
33-1012,Traffic Lieutenant
33-1012,Traffic Sergeant
33-1021,Fire Lieutenant
33-1021,Municipal Fire Fighting and Prevention Supervisor
33-1021,Supervising Fire Marshal
33-1091,Loss Prevention Supervisor
33-1091,Security Guard Supervisor
33-1091,Transportation Security Administration (TSA) Screener Supervisor
33-1091,TSA Screener Supervisor
33-1099,Animal Control Supervisor
33-1099,Animal Cruelty Investigation Supervisor
33-2011,Fire Engine Pump Operator
33-2011,Fire Equipment Operator
33-2011,Fire Fighter
33-2011,Forest Firefighter
33-2011,Marine Firefighter
33-2011,Municipal Firefighter
33-2011,Smoke Jumper
33-2011,Wildland Firefighter
33-2021,Arson Investigator
33-2021,Certified Fire and Explosion Investigator
33-2021,Certified Fire Investigator
33-2021,Certified Vehicle Fire Investigator
33-2021,CFEI
33-2021,Fire Hazard Inspector
33-2021,Fire Investigator
33-2021,Fire Prevention Inspector
33-2021,Fire Safety Inspector
33-2022,Environmental Protection Fire Control Officer
33-2022,Fire Operations Forester
33-2022,Fire Ranger
33-2022,Forest Fire Control Officer
33-2022,Forest Fire Officer
33-2022,Wildfire Prevention Specialist
33-2022,Wildland Fire Operations Specialist
33-3011,City Bailiff
33-3011,County Bailiff
33-3011,Court Bailiff
33-3011,Court Officer
33-3011,Court Security Officer
33-3011,Deputy Bailiff
33-3012,Certified Detention Deputy
33-3012,Convict Guard
33-3012,Correction Officer
33-3012,Correctional Guard
33-3012,Correctional Sergeant
33-3012,Detention Deputy
33-3012,Detention Officer
33-3012,Jail Guard
33-3012,Juvenile Corrections Officer
33-3012,Penal Officer
33-3012,Prison Guard
33-3012,Prison Officer
33-3021,Criminal Investigator
33-3021,Deputy United States Marshal
33-3021,FBI Investigator
33-3021,Homicide Detective
33-3021,Narcotics Detective
33-3021,Narcotics Investigator
33-3021,Police Detective
33-3031,Conservation Enforcement Officer
33-3031,Fish and Wildlife Warden
33-3031,Fish Warden
33-3031,Game Warden
33-3031,Wildlife and Game Protector
33-3031,Wildlife Control Agent
33-3031,Wildlife Officer
33-3041,Meter Maid
33-3041,Parking Enforcement Officer
33-3041,Parking Meter Attendant
33-3051,Border Guard
33-3051,Border Patrol Officer
33-3051,Campus Police Officer
33-3051,Constable
33-3051,Cop
33-3051,Deputy Sheriff
33-3051,Highway Patrol Officer
33-3051,Motorcycle Police
33-3051,Mounted Police
33-3051,Park Police
33-3051,Patrol Officer
33-3051,Policeman
33-3051,Policewoman
33-3051,State Highway Police Officer
33-3051,State Trooper
33-3052,Railroad Detective
33-3052,Railroad Police Officer
33-3052,Track Patrol
33-3052,Transit Authority Police
33-3052,Transit Police Officer
33-9011,Animal Control Officer
33-9011,Animal Cruelty Investigator
33-9011,Animal Treatment Investigator
33-9011,Animal Warden
33-9011,Dog Catcher
33-9011,Dog Warden
33-9011,Humane Officer
33-9021,Certified Legal Investigator
33-9021,Licensed Private Investigator
33-9021,Loss Prevention Detective
33-9021,Private Detective
33-9021,Private Eye
33-9021,Private Investigator
33-9021,Skip Tracer
33-9021,Store Detective
33-9031,Casino Investigator
33-9031,Casino Surveillance Officer
33-9031,Gambling Monitor
33-9031,Gambling Surveillance Observer
33-9031,Gambling Surveillance Officer
33-9032,Armed Guard
33-9032,Bank Guard
33-9032,Bodyguard
33-9032,Bouncer
33-9032,Private Watchman
33-9032,Security Officer
33-9091,Construction Site Crossing Guard
33-9091,Crossing Guard
33-9091,School Crossing Guard
33-9091,School Traffic Guard
33-9092,Beach Lifeguard
33-9092,Certified Ski Patroller
33-9092,Life Guard
33-9092,OEC Technician
33-9092,Outdoor Emergency Care Technician
33-9092,Pool Lifeguard
33-9092,Ski Patrol
33-9093,Airport Baggage Screener
33-9093,Airport Security Screener
33-9093,Flight Security Specialist
33-9093,Transportation Security Administration (TSA) Screener
33-9093,Transportation Security Officer
33-9094,Bus Monitor
33-9094,School Bus Attendant
33-9099,Warrant Server
35-1011,Banquet Chef
35-1011,Chef De Cuisine
35-1011,Chef De Froid
35-1011,Executive Chef
35-1011,Head Chef
35-1011,Kitchen Chef
35-1011,Master Chef
35-1011,Pastry Chef
35-1011,Sous Chef
35-1011,Sushi Chef
35-1012,Banquet Supervisor
35-1012,Bar Manager
35-1012,Cafeteria Manager
35-1012,Dairy Bar Manager
35-1012,Food Service Supervisor
35-1012,Head Waiter
35-1012,Head Waitress
35-1012,Kitchen Supervisor
35-2011,Fast Food Cook
35-2011,Fast Food Fry Cook
35-2011,Fryline Attendant
35-2012,Cafeteria Cook
35-2012,Camp Cook
35-2012,Galley Cook
35-2012,Institutional Cook
35-2012,Mess Cook
35-2012,School Cook
35-2013,Certified Personal Chef
35-2013,Personal Chef
35-2013,Private Chef
35-2014,Banquet Cook
35-2014,Breakfast Cook
35-2014,Chef De Partie
35-2014,Line Cook
35-2014,Saucier
35-2014,Specialty Cook
35-2015,Griddle Attendant
35-2015,Griddle Cook
35-2015,Grill Cook
35-2015,Short Order Fry Cook
35-2015,Snack Bar Cook
35-2019,Falafel Cart Cook
35-2019,Fraternity House Cook
35-2021,Deli Clerk
35-2021,Deli Slicer
35-2021,Food Preparer
35-2021,Fruit and Vegetable Parer
35-2021,Salad Maker
35-2021,Sandwich Maker
35-3011,Barkeep
35-3011,Drink Mixer
35-3011,Mixologist
35-3011,Taproom Attendant
35-3023,Barista
35-3023,Cafe Server
35-3023,Cafeteria Server
35-3023,Concession Stand Attendant
35-3023,Food Counter Worker
35-3023,Hot Dog Vender
35-3023,Ice Cream Server
35-3023,Mess Attendant
35-3023,Snack Bar Attendant
35-3031,Cocktail Server
35-3031,Cocktail Waitress
35-3031,Dining Car Server
35-3031,Restaurant Server
35-3031,Wine Steward
35-3041,Boat Hop
35-3041,Hospital Food Service Worker
35-3041,Room Service Food Server
35-9011,Banquet Set Up Person
35-9011,Bar Back
35-9011,Barback
35-9011,Buffet Attendant
35-9011,Bus Person
35-9011,Busser
35-9011,Lunchroom Attendant
35-9021,Dish Room Worker
35-9021,Dishwasher
35-9021,Silverware Cleaner
35-9031,Bar Host/Hostess
35-9031,Bar Hostess
35-9031,Dining Room Host
35-9031,Dining Room Host/Hostess
35-9031,Maitre D'
35-9031,Tearoom Host/Hostess
35-9031,Tearoom Hostess
35-9099,Kitchen Steward
37-1011,Building Cleaning Supervisor
37-1011,Cleaning Staff Supervisor
37-1011,Custodial Supervisor
37-1011,Head Custodian
37-1011,Head School Custodian
37-1011,Janitor Supervisor
37-1011,Maid Supervisor
37-1011,Maintenance and Custodian Supervisor
37-1012,Gardening Supervisor
37-1012,Greenskeeper Supervisor
37-1012,Grounds Crew Supervisor
37-1012,Grounds Foreman
37-1012,Grounds Maintenance Supervisor
37-1012,Head Greenskeeper
37-1012,Horticultural Services Supervisor
37-1012,Landscape Installation Foreman
37-1012,Turf and Grounds Supervisor
37-2011,Building Custodian
37-2011,Cleaning and Maintenance Worker
37-2011,Custodial Worker
37-2011,Custodian
37-2011,Floor Cleaner
37-2011,Heavy Duty Custodian
37-2011,Industrial Plant Custodian
37-2011,Janitor
37-2011,Office Cleaner
37-2011,School Custodian
37-2011,Window Cleaner
37-2011,Window Washer
37-2012,Chambermaid
37-2012,Cleaning Maid
37-2012,Cottage Attendant
37-2012,Domestic Maid
37-2012,House Cleaner
37-2012,Housekeeping Aide
37-2012,Housekeeping Staff
37-2012,Motel Maid
37-2012,Ward Maid
37-2019,Building Pressure Washer
37-2019,Chimney Sweep
37-2019,Chimney Sweeper
37-2021,Exterminator
37-2021,Fumigator
37-2021,Insecticide Expert
37-2021,Mosquito Sprayer
37-2021,Pest Controller
37-2021,Rat Exterminator
37-2021,Rodent Exterminator
37-2021,Termite Technician
37-2021,Termite Treater
37-3011,Golf Course Laborer
37-3011,Greenskeeper
37-3011,Greenskeeper Laborer
37-3011,Grounds Caretaker
37-3011,Grounds Maintenance Worker
37-3011,Hedge Trimmer
37-3011,Lawn Care Worker
37-3011,Lawn Caretaker
37-3011,Lawn Maintenance Worker
37-3011,Lawn Mower
37-3011,Lawn Service Worker
37-3011,Shrub Planter
37-3011,Sod Layer
37-3012,Certified Pesticide Applicator
37-3012,Fruit Sprayer
37-3012,Herbicide Sprayer
37-3012,Orchard Sprayer
37-3012,Plant Sprayer
37-3012,Weed Sprayer
37-3013,Pruner
37-3013,Tree Pruner
37-3013,Tree Specialist
37-3013,Tree Surgeon
37-3013,Tree Trimmer
37-3013,Utility Arborist
37-3019,Trail Construction Worker
37-3019,Trail Maintenance Worker
37-3019,Trailhead Construction Worker
37-3019,Trailhead Maintenance Worker
37-3019,Tree Trimmer Helper
39-1013,Blackjack Pit Boss
39-1013,Blackjack Supervisor
39-1013,Cardroom Manager
39-1013,Cardroom Supervisor
39-1013,Casino Slot Supervisor
39-1013,Casino Supervisor
39-1013,Electronic Gambling Device Supervisor
39-1013,Executive Casino Host
39-1013,Gambling Supervisor
39-1013,Pit Boss
39-1013,Poker Room Supervisor
39-1013,Slot Floor Supervisor
39-1013,Slot Host
39-1013,Slot Key Person
39-1013,Slot Shift Manager
39-1013,Table Games Supervisor
39-1014,Arcade Supervisor
39-1014,Caddy Master
39-1014,Recreation Attendant Supervisor
39-1022,Animal Trainer Supervisor
39-1022,Child Care Worker Supervisor
39-1022,Hair Salon Supervisor
39-1022,Head Butler
39-2011,Dog Handler
39-2011,Dog Trainer
39-2011,Dolphin Trainer
39-2011,Guide Dog Instructor
39-2011,Guide Dog Mobility Instructor
39-2011,Guide Dog Trainer
39-2011,Horse Breaker
39-2011,Licensed Guide Dog Instructor
39-2011,Lion Trainer
39-2011,Marine Mammal Trainer
39-2011,Seeing Eye Dog Trainer
39-2021,Animal Care Giver
39-2021,Animal Care Technician
39-2021,Animal Caregiver
39-2021,Animal Daycare Provider
39-2021,Animal Groomer
39-2021,Animal Shelter Worker
39-2021,Animal Sitter
39-2021,Aquarist
39-2021,Aquarium Tank Attendant
39-2021,Cat and Dog Bather
39-2021,Dog Bather
39-2021,Dog Beautician
39-2021,Dog Groomer
39-2021,Dog Sitter
39-2021,Horse Exerciser
39-2021,Kennel Aide
39-2021,Kennel Attendant
39-2021,Kennel Helper
39-2021,Kennel Worker
39-2021,Pet Feeder
39-2021,Pet Groomer
39-2021,Pet Sitter
39-2021,Pet Stylist
39-2021,Zookeeper
39-3011,21 Dealer
39-3011,Blackjack Dealer
39-3011,Casino Dealer
39-3011,Casino Games Dealer
39-3011,Craps Dealer
39-3011,Keno Dealer
39-3011,Poker Dealer
39-3011,Roulette Dealer
39-3011,Table Games Dealer
39-3012,Betting Clerk
39-3012,Bingo Worker
39-3012,Bookie
39-3012,Casino Floor Runner
39-3012,Keno Runner
39-3012,Keno Writer
39-3012,Race and Sports Book Writer
39-3012,Race Book Writer
39-3012,Sports Book Board Attendant
39-3012,Sportsbook Ticket Writer
39-3019,Card Table Attendant
39-3019,Pit Clerk
39-3019,Poker Prop Player
39-3019,Proposition Player
39-3019,Shill
39-3021,Chief Projectionist
39-3021,Film Projector Operator
39-3021,Motion Picture Operator
39-3021,Motion Picture Projectionist
39-3021,Movie Projectionist
39-3021,Projector Booth Operator
39-3021,Stereoptician
39-3031,Drive-In Theater Attendant
39-3031,Lobby Attendant
39-3031,Theater Usher
39-3031,Ticket Attendant
39-3031,Ticket Collector
39-3031,Usher
39-3091,Amusement Park Worker
39-3091,Animal Ride Attendant
39-3091,Arcade Attendant
39-3091,Carnival Worker
39-3091,Ferris Wheel Operator
39-3091,Golf Caddy
39-3091,Ice Rink Attendant
39-3091,Ride Operator
39-3091,Rides Attendant
39-3091,Ski Lift Attendant
39-3091,Ski Lift Operator
39-3091,Sports Complex Attendant
39-3092,Theatrical Wardrobe Attendant
39-3092,Theatrical Wardrobe Dresser
39-3092,Wardrobe Assistant
39-3092,Wardrobe Attendant
39-3092,Wardrobe Custodian
39-3092,Wardrobe Dresser
39-3092,Wardrobe Supervisor
39-3093,Athletic Equipment Manager
39-3093,Bathhouse Attendant
39-3093,Checkroom Attendant
39-3093,Cloak Room Attendant
39-3093,Coat Checker
39-3093,Ladies Locker Room Attendant
39-3093,Locker Room Attendant
39-3093,Locker Room Manager
39-3093,Locker Room Supervisor
39-3093,Washroom Attendant
39-3099,Jockey Valet
39-4011,Anatomical Embalmer
39-4011,Arterial Embalmer
39-4011,Embalmer Apprentice
39-4011,Licensed Embalmer
39-4011,Restorative Art Embalmer
39-4012,Cremation Arranger
39-4012,Cremator
39-4012,Crematory Operator
39-4021,Funeral Assistant
39-4021,Funeral Greeter
39-4021,Funeral Home Assistant
39-4021,Funeral Home Associate
39-4021,Mortician Helper
39-4021,Pallbearer
39-4021,Undertaker Helper
39-4031,Certified Mortician
39-4031,Funeral Arrangement Director
39-4031,Funeral Arranger
39-5011,Barber Apprentice
39-5011,Master Barber
39-5012,Beautician
39-5012,Cosmetologist
39-5012,Funeral Home Makeup Artist
39-5012,Hair and Makeup Designer
